5988, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 22.848999, 
7238, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 21.991180, 
8488, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 21.061157, 
9738, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 20.078064, 
10988, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 19.054932, 
12237, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 18.002991, 
13488, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 16.929657, 
14738, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 15.841064, 
15988, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 14.742493, 
17238, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 13.636566, 
